AAHING,oooyyy
AALIIS,yooyXo
AARRGH,ooXyoo
ABACAS,yooyoo
ABACUS,yooyoo
ABAKAS,yooyoo
ABAMPS,yooyoo
ABASED,yooyoo
ABASER,yoyyoo
ABASES,yooyoo
ABASIA,yooyXo
ABATED,oyoyoo
ABATER,oyyyoo
ABATES,yyoyoo
ABATIS,yyoyXo
ABATOR,oyyyoo
ABAYAS,yooyoo
ABBACY,oooXoo
ABBESS,yooyoo
ABBEYS,yooyoo
ABBOTS,yyoyoo
ABDUCE,oooyoo
ABDUCT,oyoyoo
ABELES,yooyoo
ABELIA,oooyXo
ABHORS,yoyyoo
ABIDED,oooyyo
ABIDER,ooyyyo
ABIDES,yooyyo
ABJECT,oyoyoo
ABJURE,ooyyoo
ABLATE,oyoXoo
ABLAUT,oyoXoo
ABLAZE,oooXoo
ABLEST,yyoyoo
ABLINS,yooyyy
ABLOOM,oooyoo
ABLUSH,yooyoo
ABMHOS,yooyoo
ABOARD,ooyXoo
ABODED,oooyoo
ABODES,yooyoo
ABOHMS,yooyoo
ABOLLA,oooyoo
ABOMAS,yooyoo
ABORAL,ooyyoo
ABORTS,yyyyoo
ABOUND,oooyoy
ABOVES,yooyoo
ABRADE,ooXXoo
ABROAD,ooXyoo
ABRUPT,oyXyoo
ABSEIL,yooyXo
ABSENT,yyoyoy
ABSORB,yoyyoo
ABSURD,yoyyoo
ABULIA,oooyXo
ABULIC,oooyXo
ABUSED,yooyoo
ABUSER,yoyyoo
ABUSES,yooyoo
ABVOLT,oyoyoo
ABWATT,oyoXoo
ABYING,oooyyy
ABYSMS,yooyoo
ACACIA,oooyXo
ACAJOU,oooyoo
ACARID,ooyyXo
ACARUS,yoyyoo
ACCEDE,oooyoo
ACCENT,oyoyoy
ACCEPT,oyoyoo
ACCESS,yooyoo
ACCORD,ooyyoo
ACCOST,yyoyoo
ACCRUE,ooyyoo
ACCUSE,yooyoo
ACEDIA,oooyXo
ACETAL,oyoyoo
ACETIC,oyoyXo
ACETIN,oyoyXX
ACETUM,oyoyoo
ACETYL,oyoyoo
ACHENE,oooyoy
ACHIER,ooyyyo
ACHING,oooyyy
ACIDIC,oooyXo
ACIDLY,oooyyo
ACINAR,ooyyyy
ACINIC,oooyXy
ACINUS,yooyyy
ACKEES,yooyoo
ACNODE,oooyoy
ACORNS,yoyyoy
ACQUIT,oyoyXo
ACROSS,yoXyoo
ACTING,oyoyyy
ACTINS,yyoyyy
ACTION,oyoyyX
ACTIVE,oyoyyo
ACTORS,yyyyoo
ACTUAL,oyoyoo
ACUATE,oyoXoo
ACUITY,oyoyyo
ACULEI,oooyyo
ACUMEN,oooyoX
ACUTER,oyyyoo
ACUTES,yyoyoo
ADAGES,yooyoo
ADAGIO,oooyXo
ADAPTS,yyoyoo
ADDEND,oooyoy
ADDERS,yoyyoo
ADDICT,oyoyyo
ADDING,oooyyy
ADDLED,oooyoo
ADDLES,yooyoo
ADDUCE,oooyoo
ADDUCT,oyoyoo
ADEEMS,yooyoo
ADENYL,oooyoy
ADEPTS,yyoyoo
ADHERE,ooyyoo
ADIEUS,yooyyo
ADIEUX,oooyyo
ADIPIC,oooyXo
ADJOIN,oooyXX
ADJURE,ooyyoo
ADJUST,yyoyoo
ADMASS,yooXoo
ADMIRE,ooyyyo
ADMITS,yyoyyo
ADMIXT,oyoyyo
ADNATE,oyoXoy
ADNEXA,oooyoy
ADNOUN,oooyoX
ADOBES,yooyoo
ADOBOS,yooyoo
ADONIS,yooyXy
ADOPTS,yyoyoo
ADORED,ooyyoo
ADORER,ooyyoo
ADORES,yoyyoo
ADORNS,yoyyoy
ADRIFT,oyXyyo
ADROIT,oyXyXo
ADSORB,yoyyoo
ADULTS,yyoyoo
ADVECT,oyoyoo
ADVENT,oyoyoy
ADVERB,ooyyoo
ADVERT,oyyyoo
ADVICE,oooyyo
ADVISE,yooyyo
ADYTUM,oyoyoo
ADZING,oooyyy
